term,term_id,df
sonar,9038,5
5216815,9039,1
passive,9040,24
5218576,9041,2
5218750,9042,1
mounting,9043,18
spool,9044,1
mount,9045,11
5220328,9046,1
detecting,9047,9
impulse,9048,1
doppler,9049,3
radar,9050,6
5220537,9051,1
calibrated,9052,13
5220731,9053,1
friction,9054,16
5221810,9055,1
embedded,9056,3
booster,9057,3
5222455,9058,1
wake,9059,3
vorticity,9060,1
suppressor,9061,2
5222489,9062,1
cooled,9063,6
breathing,9064,44
5222548,9065,1
crystal,9066,27
liquidcrystal,9067,1
5222996,9068,1
buoy,9069,2
extender,9070,1
5223666,9071,1
clearing,9072,20
mines,9073,22
5223798,9074,1
resistive,9075,1
superconductors,9076,2
pulsed,9077,1
5223866,9078,1
simple,9079,22
costeffective,9080,14
scheiner,9081,1
scheinerprinciple,9082,1
optometer,9083,1
interface,9084,11
5224074,9085,1
sonobuoy,9086,2
sensing,9087,2
arrays,9088,6
5224110,9089,1
tunable,9090,3
laser,9091,8
stabilizing,9092,4
5225124,9093,1
situ,9094,6
insitu,9095,4
casting,9096,4
silicone,9097,2
sheets,9098,23
tiles,9099,27
5225285,9100,1
polarized,9101,27
thin,9102,28
films,9103,5
dye,9104,2
dyesubstituted,9105,1
hydrophobically,9106,1
stilbazolium,9107,1
5225498,9108,1
interpenetrating,9109,2
damping,9110,4
5226016,9111,1
adaptively,9112,1
signalfree,9113,1
5226381,9114,1
torpedo,9115,3
liner,9116,6
cluster,9117,7
5226618,9118,1
lift,9119,2
5227263,9120,1
reconfigurable,9121,2
5227801,9122,1
profiling,9123,2
higherorder,9124,1
5227982,9125,1
digital,9126,3
reverberation,9127,1
5228837,9128,1
fluids,9129,12
5229665,9130,1
optically,9131,1
impedance,9132,1
filters,9133,47
employing,9134,19
5231241,9135,1
elastomeric,9136,2
launcher,9137,3
5231403,9138,1
indicator,9139,17
5231609,9140,1
multiplatform,9141,1
surveillance,9142,42
5231883,9143,1
transient,9144,6
flowmeter,9145,1
calibration,9146,14
5233143,9147,1
highpower,9148,3
hydride,9149,1
electrodes,9150,1
5233902,9151,1
sliding,9152,4
breech,9153,1
block,9154,21
repetitive,9155,7
ignition,9156,8
5233929,9157,1
explosive,9158,7
rings,9159,9
5235506,9160,1
laying,9161,6
equipments,9162,1
5236646,9163,1
thermoplastic,9164,2
composites,9165,3
5236983,9166,1
polyurethane,9167,6
priming,9168,4
selfpriming,9169,4
topcoats,9170,10
5247630,9171,1
dimensional,9172,7
mdimensional,9173,1
memory,9174,2
hyperplane,9175,1
006544,9176,1
reflectiance,9177,1
highreflectiance,9178,1
bragg,9179,2
grating,9180,1
inline,9181,5
tower,9182,12
010252,9183,1
ladder,9184,2
matrix,9185,25
configurations,9186,7
crosstalk,9187,1
codedivision,9188,1
multiplexing,9189,2
010948,9190,1
multiplexer,9191,1
fractional,9192,5
bandwidths,9193,1
012837,9194,1
locking,9195,6
016325,9196,1
magnetohydrodynamic,9197,2
layer,9198,20
016326,9199,1
turbulence,9200,1
microelectrodes,9201,1
magnets,9202,1
microgrooves,9203,1
016328,9204,1
seawater,9205,2
017918,9206,1
aluminum,9207,11
alkaline,9208,3
020158,9209,1
synchrotron,9210,1
lss,9211,1
020940,9212,1
corner,9213,6
vortex,9214,2
022218,9215,1
homoscedastic,9216,1
hidden,9217,2
markov,9218,1
automatic,9219,22
023426,9220,1
plate,9221,23
twoway,9222,4
031251,9223,1
polarization,9224,12
polarizationmaintaining,9225,2
amplification,9226,2
orthogonal,9227,5
035862,9228,1
combustion,9229,12
chamber,9230,16
035867,9231,1
regenerative,9232,2
037878,9233,1
isolation,9234,24
040944,9235,1
film,9236,15
thinfilm,9237,2
emitter,9238,2
043914,9239,1
infection,9240,10
feature,9241,15
045156,9242,1
floating,9243,3
pod,9244,2
888083,9245,1
photocathode,9246,2
905705,9247,1
934221,9248,1
gyroscopes,9249,2
depolarized,9250,3
940151,9251,1
948562,9252,1
strum,9253,2
suppressant,9254,2
strumsuppressant,9255,1
towed,9256,3
984111,9257,1
continuoustime,9258,1
adaptive,9259,4
999629,9260,1
electrochemical,9261,2
rummel,9262,4
lcdr,9263,6
jagc,9264,6
usn,9265,7
77,9266,37
3810,9267,6
ae,9268,6
doctitle,9269,9
doe,9270,56
floodplain,9271,7
sanitary,9272,14
sewer,9273,7
oak,9274,19
ornl,9275,4
upgrade,9276,8
outlying,9277,2
reservation,9278,14
subprojects,9279,2
100year,9280,4
subproject,9281,1
2900,9282,4
lie,9283,8
trench,9284,2
backfilled,9285,3
compacted,9286,3
graded,9287,7
contour,9288,4
seeded,9289,2
8300,9290,2
crosses,9291,15
unnamed,9292,2
tributary,9293,3
crossings,9294,2
causeways,9295,1
roadway,9296,3
wetlands,9297,12
endeavor,9298,4
maps,9299,16
disturbed,9300,34
doyle,9301,2
ew,9302,1
2001,9303,3
37831,9304,2
8541,9305,2
615,9306,5
576,9307,6
5333,9308,2
floodplain/wetland,9309,1
borgstrom,9310,7
nepa,9311,27
eh,9312,6
4600,9313,8
472,9314,8
2756,9315,9
floodplain/wetlands,9316,4
51624,9317,1
upgrades,9318,9
approaching,9319,3
50years,9320,1
bends,9321,1
piping,9322,18
subsurface,9323,5
rains,9324,2
hauling,9325,2
tanks,9326,23
septic,9327,2
pumped,9328,5
trucks,9329,5
connect,9330,7
sewage,9331,3
built,9332,27
lies,9333,4
southside,9334,1
separates,9335,2
routes,9336,10
fences,9337,2
siltation,9338,1
excavating,9339,2
trenches,9340,2
frei,9341,1
6450,9342,26
2315,9343,5
2331,9344,3
2332,9345,4
duke,9346,5
relicensing,9347,1
gaston,9348,3
shoals,9349,4
ninety,9350,10
ninetynine,9351,3
neal,9352,2
gaffney,9353,1
carlisle,9354,2
mea,9355,1
hydroelectric,9356,8
circulated,9357,8
staff's,9358,7
3557,9359,2
whitmire,9360,1
union,9361,39
chester,9362,4
elementary,9363,6
oriented,9364,19
outlining,9365,5
mailed,9366,35
solicit,9367,34
participants,9368,105
clarifying,9369,11
choosing,9370,12
speak,9371,14
caption,9372,7
intervenors_those,9373,1
parties)_are,9374,1
reminded,9375,6
interceder,9376,1
powerhouse,9377,7
9:30,9378,14
tim,9379,2
looney,9380,1
219,9381,33
2852,9382,1
fe,9383,22
141,9384,14
ng,9385,11
clair,9386,1
import,9387,58
bcf,9388,4
twoyear,9389,10
3f,9390,9
056,9391,8
9478,9392,9
4:30,9393,27
clifford,9394,7
tomaszewski,9395,7
suncor,9396,1
127.66,9397,1
anthony,9398,6
como,9399,2
coal,9400,19
126,9401,11
mcf,9402,5
progas,9403,1
morgan,9404,9
tapline,9405,1
kilovolt,9406,1
115kilovolt,9407,1
kv,9408,2
western's,9409,1
weld,9410,3
creekweld,9411,1
115kv,9412,1
association's,9413,7
mcrea,9414,1
substation,9415,2
platte,9416,2
doe's,9417,9
stephen,9418,13
fausett,9419,1
loveland,9420,1
3900,9421,3
80539,9422,1
3003,9423,2
7200,9424,3
7213,9425,1
51623,9426,1
115,9427,17
mcrea's,9428,1
pole,9429,4
woodpole,9430,1
steel,9431,47
frame,9432,7
hframe,9433,1
rightofway,9434,8
crossing,9435,8
woodland,9436,1
shrubland,9437,1
staging,9438,2
watercourses,9439,1
flood,9440,17
golden,9441,15
clagett,9442,1
4821,9443,1
board's,9444,20
sab,9445,4
thursday,9446,25
1103,9447,1
adjourn,9448,3
global,9449,10
climate,9450,5
inland,9451,7
master,9452,12
radiation,9453,39
radon,9454,7
ec,9455,2
briefed,9456,2
advisability,9457,2
selfstudy,9458,1
leaders,9459,5
donald,9460,22
barnes,9461,1
4126,9462,1
9232,9463,1
internet,9464,4
barnesdon@epamailepagov@in,9465,1
unreserved,9466,1
seating,9467,3
nominations,9468,7
445,9469,3
secretaries,9470,5
invite,9471,8
abovementioned,9472,4
tasks,9473,22
nominee's,9474,2
qualifications,9475,16
elena,9476,1
carbone,9477,1
m.s,9478,1
r.d,9479,6
coexecutive,9480,1
2132,9481,1
switzer,9482,2
330,9483,12
20201,9484,5
9007,9485,4
debra,9486,1
reed,9487,3
l.n,9488,1
366,9489,8
6505,9490,5
belcrest,9491,5
hyattsville,9492,5
20782,9493,5
8457,9494,1
philip,9495,5
lee,9496,18
ellen,9497,3
haas,9498,2
93e,9499,1
0353,9500,1
®,9501,5
betaseron,9502,1
biologic,9503,9
brian,9504,6
malkin,9505,1
hfy,9506,2
1382,9507,1
98,9508,20
417,9509,4
670,9510,4
subtracted,9511,7
156(g)(1)(b,9512,1
interferon,9513,1
1b,9514,3
ambulatory,9515,3
patients,9516,18
relapsing,9517,1
remitting,9518,1
relapsingremitting,9519,1
sclerosis,9520,1
exacerbations,9521,1
4588585,9522,1
cetus,9523,1
oncology,9524,2
patent's,9525,1
3720,9526,1
3319,9527,1
505(i,9528,1
01-19-1983,9529,2
investigational,9530,1
ind,9531,1
351,9532,14
01-18-1992,9533,6
pla,9534,1
0495,9535,1
redetermination,9536,1
diligence,9537,9
rept,9538,1
857,9539,8
98th,9540,2
sess,9541,5
10.30,9542,1
brackets,9543,16
allen,9544,8
duncan,9545,1
0416,9546,2
avre,9547,1
revocation,9548,10
1074,9549,2
tacoma,9550,3
licenses,9551,11
jean,9552,5
olson,9553,5
biologics,9554,3
hfm,9555,2
635,9556,7
1401,9557,2
pike,9558,12
20852,9559,2
1448,9560,3
3074,9561,1
10506,9562,1
bridgeport,9563,2
wa,9564,17
98499,9565,1
inspected,9566,28
deviations,9567,14
sop's,9568,1
donor,9569,1
606.100(b,9570,1
donors,9571,1
donate,9572,1
7day,9573,3
2month,9574,1
100.5,9575,1
syndrome,9576,13
avre's,9577,1
nomogram,9578,1
donations,9579,1
photographs,9580,3
97.0,9581,1
traced,9582,3
606.160,9583,1
misspelled,9584,2
deferral,9585,2
donation,9586,4
standardize,9587,9
calibrate,9588,5
606.60(a,9589,1
autopheresis,9590,1
autopheresisc,9591,1
machines,9592,27
careless,9593,1
disregard,9594,9
purity,9595,6
willfulness,9596,1
corrective,9597,34
promised,9598,1
601.5(b,9599,1
aforementioned,9600,4
601.5,9601,1
5.10,9602,6
redelegated,9603,6
5.68,9604,1
601.8,9605,1
5.67,9606,1
kathryn,9607,5
zoon,9608,1
93f,9609,1
0112,9610,1
milliken,9611,1
dimethyldibenzylidene,9612,1
sorbitol,9613,2
propylene,9614,2
highpropylene,9615,1
olefin,9616,1
copolymers,9617,1
polypropylene,9618,1
vir,9619,1
anand,9620,1
9500,9621,4
21583,9622,1
fap,9623,3
2b4341,9624,1
c/o,9625,7
20001,9626,2
178.3295,9627,1
petitioner,9628,29
1501.4(b,9629,1
petitioner's,9630,12
25.40(c,9631,1
fred,9632,6
shank,9633,2
0405,9634,1
codex,9635,1
sciences/institute,9636,1
nas/iom,9637,1
2101,9638,4
ave,9639,25
20418,9640,2
fatima,9641,1
johnson,9642,26
334,9643,3
2580,9644,4
kuznesof,9645,1
247,9646,3
9537,9647,1
compendium,9648,2
accompanied,9649,44
expedite,9650,7
registers,9651,4
01-11-1991,9652,2
1198,9653,2
14382,9654,1
01-22-1991,9655,2
58910,9656,1
invites,9657,18
acesulfame,9658,1
glyceryl,9659,1
monooleate,9660,1
caramel,9661,1
disodium,9662,4
edta,9663,2
nitrilotriacetic,9664,1
assay,9665,11
ethyl,9666,5
cellulose,9667,13
hydroxypropyl,9668,1
methyl,9669,13
methylcellulose,9670,1
carboxymethyl,9671,1
synonym,9672,2
fumaric,9673,2
maleic,9674,3
glutamine,9675,1
hexanes,9676,1
nonvolatile,9677,5
residue,9678,17
malic,9679,1
methylene,9680,5
stearyl,9681,1
fumarate,9682,2
maleate,9683,2
alcohol,9684,12
211993,9685,1
meeting</doctitle,9686,2
commissioner's,9687,2
watch,9688,7
induced,9689,21
deviceinduced,9690,1
blueprint,9691,2
cosponsored,9692,1
ama,9693,1
nursing,9694,9
therapeutics,9695,3
pharmacists,9696,9
01-21-1994,9697,51
01-22-1994,9698,31
12:30,9699,6
stouffer,9700,3
mayflower,9701,1
1127,9702,1
connecticut,9703,17
20036,9704,5
mary,9705,12
pat,9706,12
couig,9707,1
5470,9708,1
621,9709,3
8335,9710,1
hospitalizations,9711,2
heighten,9712,1
spectrum,9713,19
strengthening,9714,10
curricula,9715,12
friendly,9716,4
userfriendly,9717,2
todd,9718,2
vice,9719,36
keynote,9720,1
practicing,9721,4
professions,9722,14
managers/quality,9723,1
participatory,9724,1
breakout,9725,2
bpd,9726,3
780,9727,6
pn,9728,1
0938,9729,3
ag43,9730,1
medicare,9731,25
diagnostic,9732,9
nocturnal,9733,2
penile,9734,2
tumescence,9735,2
impotence,9736,4
hcfa,9737,13
withdrawing,9738,11
npt,9739,5
sleep,9740,5
disorder,9741,6
settings,9742,20
plethysmography,9743,5
clinics,9744,6
hcfa's,9745,6
26688,9746,1
baltimore,9747,13
21207,9748,3
309,9749,9
hubert,9750,4
humphrey,9751,4
132,9752,13
6325,9753,5
staffing,9754,9
facsimile,9755,28
commenting,9756,16
690,9757,7
7890,9758,4
anne,9759,4
marie,9760,3
hummel,9761,1
410,9762,10
4637,9763,1
xviii,9764,2
inpatient,9765,2
outpatient,9766,7
skilled,9767,10
snf,9768,2
complementary,9769,4
smi,9770,2
snfs,9771,3
hhas,9772,1
hospices,9773,1
visits,9774,4
biologicals,9775,4
ray,9776,26
xray,9777,17
durable,9778,3
dme,9779,1
ambulance,9780,1
prosthetic,9781,1
dentists,9782,5
chiropractors,9783,1
podiatrists,9784,1
excludes,9785,9
surgery,9786,6
custodial,9787,42
routine,9788,61
checkups,9789,1
1861(n,9790,1
1861(s,9791,1
exclusions,9792,3
1862(a,9793,2
surgical,9794,4
1862(a)(1)(a,9795,1
malformed,9796,1
diagnose,9797,1
individual's,9798,14
interpretations,9799,16
erection,9800,7
intercourse,9801,1
organic,9802,57
psychogenic,9803,4
mercury,9804,4
strain,9805,11
gauges,9806,5
erectile,9807,1
patient,9808,20
sleeps,9809,2
predominantly,9810,8
regularly,9811,18
erections,9812,1
rapid,9813,20
eye,9814,27
rapideyemovement,9815,1
rem,9816,1
sleepassociated,9817,1
shaft,9818,5
penis,9819,1
circumference,9820,5
lasting,9821,1
minutes,9822,69
25mm,9823,13
sexual,9824,2
intact,9825,43
neurovascular,9826,1
recording,9827,16
definite,9828,8
incidence,9829,36
falsepositive,9830,3
falsenegative,9831,3
3112.5,9832,2
intermediary,9833,14
2055,9834,2
carriers,9835,21
nights,9836,2
nonspecific,9837,5
vascular,9838,3
competence,9839,3
rigidometers,9840,1
noncovered,9841,1
rigidity,9842,1
rs,9843,1
paying,9844,10
inhome,9845,4
physician's,9846,11
snap,9847,4
gauge,9848,8
snapgauge,9849,1
rigiscan,9850,1
counterparts,9851,3
ohta,9852,3
4305,9853,1
nih,9854,9
specialty,9855,9
8648,9856,1
01-31-1989,9857,5
ohta's,9858,1
assessment_the,9859,1
bibliography,9860,1
8547,9861,1
20907,9862,1
358,9863,4
9295,9864,1
ultrasound,9865,1
arteriography,9866,1
cavernosography,9867,1
cavernosometry,9868,1
hormonal,9869,1
electrophysiological,9870,1
differentiating,9871,2
diagnosing,9872,1
e.o,9873,25
industries,9874,62
innovation,9875,7
statesbased,9876,1
enterprises,9877,10
foreignbased,9878,1
totaled,9879,3
840000,9880,2
13000,9881,2
anticipate,9882,19
1102(b,9883,4
hospitals,9884,21
603,9885,19
beds,9886,4
i.c,9887,3
test's,9888,1
acknowledge,9889,19
1861,9890,3
1862,9891,3
1395x,9892,3
1395y,9893,1
13.774,9894,1
vladeck,9895,3
urban,9896,34
3697,9897,1
hud,9898,38
lackey,9899,6
kay,9900,3
weaver,9901,2
451,9902,21
20410,9903,14
0050,9904,2
mrs,9905,2
collect,9906,44
reinstatement,9907,7
7(d,9908,4
3535(d,9909,6
gordon,9910,3
empowerment,9911,4
zone/enterprise,9912,2
xiii,9913,7
designations,9914,16
zones,9915,17
40003,9916,1
clearance,9917,49
1frequency,9918,3
1estimated,9919,3
1total,9920,18
fy,9921,43
nomination,9922,13
designees,9923,5
1664,9924,2
onetime,9925,11
2290,9926,1
attachment,9927,15
sf,9928,16
83_supporting,9929,1
nominated,9930,5
benchmarks,9931,6
nominee,9932,4
nominees,9933,1
revokation,9934,1
progressing,9935,1
poverty,9936,4
census,9937,10
distress,9938,1
burden_not,9939,2
involvement_not,9940,1
1320.6_not,9941,1
department_larry,9942,1
parks,9943,6
department_mike,9944,1
services_david,9945,1
ellwood,9946,1
justice_eleanor,9947,1
acheson,9948,3
labor_larry,9949,1
katz,9950,8
omb_chris,9951,1
edley,9952,1
ondcp_ed,9953,1
jurith,9954,1
sba_erskine,9955,1
bolles,9956,1
transportation_ann,9957,1
bormolini,9958,1
treasury_maurice,9959,1
foley,9960,4
cea_joe,9961,1
stiglitz,9962,1
dpc_bruce,9963,1
nec_paul,9964,1
dimond,9965,1
vp_kumiki,9966,1
gibson,9967,2
confidentiality_not,9968,1
nature_not,9969,1
1average,9970,3
1cost,9971,1
grantees,9972,23
10.00,9973,3
16640,9974,1
166640,9975,1
18.00,9976,1
432000,9977,1
74880,9978,1
506880,9979,1
figures,9980,17
ezs,9981,1
ecs,9982,1
multiplied,9983,17
94/one,9984,1
use_not,9985,1
4210,9986,18
e:frfmen04ja94.004,9987,1
e:frfmen04ja94.005,9988,1
e:frfmen04ja94.006,9989,1
e:frfmen04ja94.007,9990,1
e:frfmen04ja94.008,9991,1
e:frfmen04ja94.009,9992,1
e:frfmen04ja94.010,9993,1
e:frfmen04ja94.011,9994,1
e:frfmen04ja94.012,9995,1
e:frfmen04ja94.013,9996,1
e:frfmen04ja94.014,9997,1
e:frfmen04ja94.015,9998,1
wy,9999,8
040,10000,1
4370,10001,1
helicopters,10002,4
horse,10003,4
roundup,10004,1
gasson,10005,1
01-23-1994,10006,21
2935,10007,1
sweetwater,10008,2
springs,10009,10
82901,10010,1
marlowe,10011,1
kinch,10012,1
remarks,10013,13
ak,10014,12
080,10015,2
4230,10016,1
05,10017,11
85687,10018,1
realty,10019,8
fairbanks,10020,2
steese/white,10021,1
mountains,10022,1
1150,10023,2
99709,10024,1
rodney,10025,2
everett,10026,3
474,10027,4
2365,10028,1
516,10029,4
airway,10030,5
692,10031,2
2215,10032,2
t.1,10033,1
r.2,10034,1
xiv,10035,8
r.1,10036,1
72.79,10037,1
leasing,10038,16
vacate,10039,3
objection,10040,19
roger,10041,4
bolstad,10042,1
ja,10043,1
050,10044,1
4410,10045,11
10:gp3,10046,1
286,10047,8
oregon,10048,20
prineville,10049,3
action_exchange,10050,1
1601.3,10051,1
rmp,10052,3
allocations,10053,21
blm,10054,13
blmmanaged,10055,1
northeastern,10056,1
acquisition,10057,54
acquisitions,10058,21
buyer_willing,10059,1
180000,10060,2
3000000,10061,1
privatelyowned,10062,2
8340,10063,1
1acres,10064,3
w1/2nw1/4,10065,2
s1/2sw1/4,10066,4
nw1/4sw1/4,10067,3
sw1/4nw1/4,10068,2
w1/2sw1/4,10069,4
ne1/4se1/4,10070,2
nw1/4ne1/4,10071,2
se1/4ne1/4,10072,2
sw1/4sw1/4,10073,3
se1/4se1/4,10074,2
nw1/4nw1/4,10075,3
e1/2sw1/4,10076,2
nw1/4se1/4,10077,2
e1/2se1/4,10078,3
sw1/4se1/4,10079,4
w1/2ne1/4,10080,2
ne1/4nw1/4,10081,2
se1/4sw1/4,10082,2
ne1/4,10083,2
nw1/4,10084,2
sw1/4,10085,3
w1/2se1/4,10086,3
440,10087,5
sw1/4ne1/4,10088,2
se1/4nw1/4,10089,2
s1/2ne1/4,10090,2
n1/2ne1/4,10091,3
n1/2se1/4,10092,2
280,10093,15
s1/2nw1/4,10094,3
ne1/4sw1/4,10095,2
e1/2nw1/4,10096,2
e1/2ne1/4,10097,2
ne1/4ne1/4,10098,2
n1/2nw1/4,10099,2
n1/2,10100,4
320,10101,22
4220,10102,2
se1/4,10103,3
1280,10104,1
s1/2se1/4,10105,3
adjoining,10106,8
landowner,10107,2
tracts,10108,4
trading,10109,48
forks,10110,2
lots,10111,12
n1/2n1/2,10112,2
sw1/4se1/2,10113,1
1440,10114,2
w1/2,10115,1
s1/2s1/2,10116,4
w1/2e1/2,10117,1
e1/2w1/2,10118,2
e1/2,10119,4
s1/2,10120,2
18:ne1/4ne1/4,10121,1
7160,10122,1
s1/2e1/4,10123,1
s1/2n1/2,10124,1
n1/2sw1/4,10125,1
n1/2s1/2,10126,1
2120,10127,9
fo,10128,3
appraisals,10129,1
exchanges,10130,25
traded,10131,9
equalized,10132,1
acreage,10133,3
equalize,10134,3
rightsofway,10135,3
ditches,10136,3
canals,10137,3
01-30-1890,10138,2
945,10139,3
leases,10140,1
estate,10141,22
segregates,10142,1
segregative,10143,5
segregation,10144,8
185,10145,6
97754,10146,2
503,10147,12
4115,10148,1
2321,10149,1
dick,10150,3
cosgriffe,10151,1
ron,10152,2
lease,10153,12
disciplines,10154,5
interdisciplinary,10155,1
forestry,10156,12
economics,10157,6
senior,10158,39
142,10159,11
dayton,10160,2
60day,10161,6
hancock,10162,3
es,10163,2
960,10164,1
4950,10165,1
046621,10166,1
plat,10167,2
resurvey,10168,2
sheet,10169,59
memorial,10170,3
parkway,10171,8
officially,10172,7
7:30,10173,5
prepayment,10174,2
reproduction,10175,9
4.00,10176,1
charles,10177,24
86,10178,19
gj,10179,1
nosed,10180,1
longnosed,10181,1
bat,10182,1
leptonycteris,10183,1
curasoae,10184,1
yerbabuenae,10185,1
38460,10186,1
01-30-1988,10187,1
solicits,10188,16
3616,10189,2
thomas,10190,23
phoenix,10191,4
85019,10192,1
lesley,10193,1
fitzpatrick,10194,1
biologist,10195,2
602/379,10196,1
4720,10197,1
restoring,10198,2
selfsustaining,10199,3
service's,10200,8
native,10201,13
measurable,10202,17
downlisting,10203,2
4(f,10204,3
caves,10205,3
maternity,10206,1
colonies,10207,2
night,10208,2
roosts,10209,1
wintering,10210,2
bats,10211,1
disturbance,10212,29
foraging,10213,1
roost,10214,1
incorporation,10215,27
1533(f,10216,2
rogers,10217,1
geological,10218,9
usgs,10219,3
cq,10220,1
predicting,10221,8
fate,10222,6
kinds,10223,26
inquiries,10224,17
geology,10225,5
972,10226,2
denver,10227,9
80225,10228,1
236,10229,5
7726,10230,1
7738,10231,1
finkelman,10232,1
956,10233,3
reston,10234,3
22092,10235,3
648,10236,6
6412,10237,1
6419,10238,1
benjamin,10239,1
geologic,10240,5
reyes,10241,1
seashore,10242,1
pst,10243,1
saturday,10244,3
marin,10245,1
hear,10246,2
presentations,10247,16
589,10248,5
mateo,10249,1
counties,10250,29
bartke,10251,1
amy,10252,1
meyer,10253,4
ernest,10254,2
ayala,10255,1
howard,10256,5
cogswell,10257,1
brig,10258,1
gen,10259,3
crowley,10260,3
usa,10261,4
ret,10262,2
margot,10263,1
patterson,10264,2
doss,10265,1
neil,10266,2
eisenberg,10267,1
jerry,10268,2
friedman,10269,2
steve,10270,5
jeong,10271,1
daphne,10272,1
greene,10273,7
gimmy,10274,1
li,10275,1
gary,10276,8
pinkston,10277,1
merritt,10278,1
sciaroni,10279,1
edgar,10280,3
wayburn,10281,1
mel,10282,2
giocomini,10283,1
ranch,10284,4
tule,10285,1
transcribed,10286,1
mason,10287,5
94123,10288,1
patricia,10289,10
neubacher,10290,1
01-25-1993,10291,7
60.13,10292,2
37127,10293,2
20013,10294,3
7127,10295,2
01-19-1994,10296,26
patrick,10297,5
andrus,10298,1
jct,10299,2
93001553,10300,1
palm,10301,2
mercantile,10302,4
clematis,10303,1
93001552,10304,1
sutton,10305,1
warren,10306,2
ft,10307,13
ga,10308,12
sutton's,10309,1
corners,10310,5
edison,10311,9
93001571,10312,1
hind,10313,1
hawi,10314,1
93001557,10315,1
smyth,10316,1
mabel,10317,1
punchbowl,10318,1
93001558,10319,1
hagerstown,10320,1
bounded,10321,8
prospect,10322,4
canon,10323,1
aves,10324,1
csx,10325,4
tracks,10326,4
93001551,10327,1
york,10328,80
suffolk,10329,2
johns,10330,7
episcopal,10331,2
church,10332,9
cemetery,10333,2
montauk,10334,1
hwy,10335,10
locust,10336,5
islip,10337,1
cottage,10338,1
grove,10339,5
downtown,10340,2
willamette,10341,6
ninth,10342,8
93001568,10343,1
stewart,10344,5
lasells,10345,1
1807,10346,2
93001569,10347,1
multnomah,10348,3
buyers,10349,3
317,10350,7
alder,10351,1
portland,10352,15
