term_id,doc_id,term_frequency,df
3424,"{'FR940128-2-00055': 1, 'FR940128-2-00152': 1, 'FR940128-2-00190': 1, 'FR940405-1-00086': 1, 'FR940405-1-00091': 1, 'FR940405-1-00093': 1, 'FR940405-1-00095': 1, 'FR940405-1-00100': 1, 'FR940405-1-00101': 1, 'FR940405-1-00103': 1, 'FR940405-1-00106': 1, 'FR940405-1-00108': 1, 'FR940405-1-00109': 1, 'FR940405-1-00111': 1, 'FR940617-2-00102': 2, 'FR940810-0-00084': 1, 'FR940810-0-00171': 2, 'FR941206-1-00134': 2}",21,18
3425,"{'FR940128-2-00055': 2, 'FR940128-2-00131': 1, 'FR940617-2-00223': 1, 'FR940617-2-00224': 1, 'FR940617-2-00227': 1, 'FR940810-2-00046': 1}",7,6
3426,"{'FR940128-2-00056': 1, 'FR940525-0-00031': 4, 'FR941206-1-00037': 1, 'FR941206-1-00038': 1, 'FR941206-1-00068': 8}",15,5
3427,"{'FR940128-2-00058': 1, 'FR940128-2-00065': 1, 'FR940405-1-00009': 1, 'FR940810-2-00031': 1, 'FR940810-2-00036': 2, 'FR940810-2-00037': 1, 'FR940810-2-00042': 1, 'FR940810-2-00046': 1}",9,8
3428,"{'FR940128-2-00058': 1, 'FR940128-2-00065': 3, 'FR940405-1-00033': 2, 'FR940617-2-00068': 1, 'FR940617-2-00076': 3, 'FR940617-2-00077': 1, 'FR940810-2-00031': 1}",12,7
3429,"{'FR940128-2-00058': 1, 'FR940128-2-00064': 1, 'FR940128-2-00065': 2, 'FR940303-1-00034': 1, 'FR940405-1-00033': 1, 'FR940617-2-00002': 1, 'FR940617-2-00068': 1, 'FR940810-2-00031': 1, 'FR940810-2-00041': 1, 'FR940810-2-00046': 2, 'FR940810-2-00047': 1, 'FR941206-1-00002': 1}",14,12
3430,"{'FR940128-2-00058': 1, 'FR940128-2-00176': 4, 'FR940128-2-00194': 1, 'FR940405-1-00054': 1, 'FR940617-2-00067': 2}",9,5
3431,"{'FR940128-2-00059': 2, 'FR940128-2-00060': 2, 'FR940128-2-00061': 2, 'FR940810-0-00026': 9, 'FR940810-0-00027': 8}",23,5
3432,"{'FR940128-2-00059': 1, 'FR940128-2-00060': 5, 'FR940128-2-00061': 6, 'FR940810-0-00026': 3, 'FR940810-0-00027': 3, 'FR940810-0-00056': 1}",19,6
3433,"{'FR940128-2-00059': 1, 'FR940617-2-00007': 1, 'FR940810-0-00174': 1, 'FR941206-1-00059': 2, 'FR941206-1-00099': 1}",6,5
3434,"{'FR940128-2-00059': 2, 'FR941206-1-00134': 5}",7,2
3435,"{'FR940128-2-00059': 1, 'FR940617-2-00070': 2, 'FR940617-2-00072': 2, 'FR940617-2-00078': 1, 'FR940617-2-00241': 1, 'FR940617-2-00242': 2}",9,6
3436,"{'FR940128-2-00059': 1, 'FR940810-0-00049': 1, 'FR940810-0-00077': 1, 'FR940810-0-00079': 1, 'FR940810-0-00102': 1, 'FR940810-0-00104': 1, 'FR941206-1-00078': 2}",8,7
3437,"{'FR940128-2-00059': 1, 'FR940405-1-00077': 3, 'FR940405-1-00101': 1, 'FR940810-0-00227': 1, 'FR940810-0-00288': 1}",7,5
3438,"{'FR940128-2-00059': 1, 'FR940128-2-00067': 2, 'FR940617-2-00007': 1, 'FR940810-2-00029': 1, 'FR940810-2-00035': 1, 'FR940810-2-00046': 2}",8,6
3439,"{'FR940128-2-00059': 1, 'FR940810-0-00137': 1, 'FR940810-0-00184': 1, 'FR940810-0-00218': 1, 'FR940810-0-00279': 1, 'FR940810-0-00326': 1}",6,6
3440,"{'FR940128-2-00060': 6, 'FR940128-2-00062': 3}",9,2
3441,"{'FR940128-2-00060': 6, 'FR940128-2-00062': 3}",9,2
3442,"{'FR940128-2-00060': 7, 'FR940128-2-00061': 7, 'FR940128-2-00062': 2}",16,3
3443,"{'FR940128-2-00060': 4, 'FR940128-2-00061': 5, 'FR940128-2-00062': 2}",11,3
3444,"{'FR940128-2-00060': 8, 'FR940128-2-00061': 7, 'FR940128-2-00062': 3, 'FR940617-2-00152': 2, 'FR940810-2-00037': 2, 'FR940810-2-00046': 1, 'FR940810-2-00097': 5}",28,7
3445,"{'FR940128-2-00060': 5, 'FR940128-2-00061': 5, 'FR940128-2-00062': 3}",13,3
3446,"{'FR940128-2-00060': 5, 'FR940128-2-00061': 5, 'FR940128-2-00062': 3}",13,3
3447,"{'FR940128-2-00060': 5, 'FR940128-2-00061': 7, 'FR940128-2-00062': 3}",15,3
3448,"{'FR940128-2-00060': 5, 'FR940128-2-00061': 1, 'FR940128-2-00062': 1}",7,3
3449,"{'FR940128-2-00060': 5, 'FR940128-2-00061': 1, 'FR940128-2-00062': 1}",7,3
3450,"{'FR940128-2-00060': 1, 'FR940128-2-00061': 5, 'FR940810-2-00037': 1, 'FR940810-2-00044': 1, 'FR940810-2-00046': 4}",12,5
3451,"{'FR940128-2-00060': 1, 'FR940128-2-00061': 2, 'FR940128-2-00062': 1, 'FR940810-0-00267': 1, 'FR940810-0-00317': 1}",6,5
3452,"{'FR940128-2-00060': 3, 'FR940128-2-00061': 4, 'FR940617-2-00140': 2, 'FR940810-0-00057': 1, 'FR940810-0-00127': 1}",11,5
3453,"{'FR940128-2-00060': 2, 'FR940128-2-00061': 2, 'FR940810-0-00057': 1, 'FR940810-0-00127': 1}",6,4
3454,"{'FR940128-2-00060': 2, 'FR940128-2-00061': 2, 'FR940810-0-00057': 1, 'FR940810-0-00127': 1}",6,4
3455,"{'FR940128-2-00060': 2, 'FR940128-2-00061': 2, 'FR940810-0-00026': 3, 'FR940810-0-00027': 3}",10,4
3456,"{'FR940128-2-00060': 2, 'FR940128-2-00061': 2, 'FR940810-0-00026': 3, 'FR940810-0-00027': 3}",10,4
3457,"{'FR940128-2-00060': 1, 'FR940128-2-00061': 1, 'FR940810-0-00026': 3, 'FR940810-0-00027': 3}",8,4
3458,"{'FR940128-2-00060': 1, 'FR940128-2-00061': 3, 'FR940810-0-00057': 1, 'FR940810-0-00058': 1, 'FR940810-0-00142': 1, 'FR940810-0-00143': 1}",8,6
3459,"{'FR940128-2-00060': 1, 'FR940128-2-00061': 4, 'FR940810-0-00143': 1}",6,3
3460,"{'FR940128-2-00060': 1, 'FR940128-2-00061': 2, 'FR940810-0-00026': 3, 'FR940810-0-00027': 3}",9,4
3461,"{'FR940128-2-00060': 1, 'FR940810-2-00037': 3, 'FR940810-2-00046': 1, 'FR941206-1-00134': 1}",6,4
3462,"{'FR940128-2-00060': 1, 'FR940128-2-00061': 1, 'FR940128-2-00062': 1, 'FR940128-2-00063': 1, 'FR940405-1-00009': 1, 'FR940405-1-00010': 1, 'FR940617-2-00068': 1, 'FR940810-2-00037': 1, 'FR941206-1-00031': 1}",9,9
3463,"{'FR940128-2-00060': 1, 'FR940128-2-00062': 1, 'FR940128-2-00063': 1, 'FR940405-1-00009': 1, 'FR940405-1-00010': 1, 'FR940617-2-00068': 1}",6,6
3464,"{'FR940128-2-00060': 1, 'FR940128-2-00062': 1, 'FR940128-2-00063': 1, 'FR940405-1-00009': 1, 'FR940405-1-00010': 1, 'FR940617-2-00068': 1, 'FR940617-2-00144': 1}",7,7
3465,"{'FR940128-2-00060': 1, 'FR940128-2-00062': 1, 'FR940128-2-00063': 1, 'FR940405-1-00009': 1, 'FR940405-1-00010': 1, 'FR940617-2-00068': 1, 'FR940617-2-00144': 1}",7,7
3466,"{'FR940128-2-00060': 1, 'FR940128-2-00062': 1, 'FR940128-2-00063': 1, 'FR940405-1-00009': 1, 'FR940405-1-00010': 1, 'FR940617-2-00068': 1, 'FR940617-2-00144': 1}",7,7
3467,"{'FR940128-2-00060': 1, 'FR940617-2-00152': 1, 'FR940810-2-00041': 3, 'FR940810-2-00042': 1, 'FR940810-2-00100': 1, 'FR941006-1-00051': 2}",9,6
3468,"{'FR940128-2-00061': 1, 'FR940405-1-00116': 1, 'FR940405-1-00130': 1, 'FR941206-1-00050': 1, 'FR941206-1-00051': 2, 'FR941206-1-00052': 1, 'FR941206-1-00058': 1, 'FR941206-1-00059': 1, 'FR941206-1-00077': 1, 'FR941206-1-00078': 1, 'FR941206-1-00083': 1}",12,11
3469,"{'FR940128-2-00061': 5, 'FR940810-2-00046': 1}",6,2
3470,"{'FR940128-2-00061': 6, 'FR940810-2-00037': 2, 'FR940810-2-00044': 1, 'FR940810-2-00046': 4}",13,4
3471,"{'FR940128-2-00061': 5, 'FR940810-2-00037': 1, 'FR940810-2-00044': 1, 'FR940810-2-00046': 4}",11,4
3472,"{'FR940128-2-00061': 1, 'FR940617-2-00160': 1, 'FR940810-0-00048': 1, 'FR940810-0-00050': 3, 'FR940810-0-00055': 1, 'FR940810-0-00059': 2, 'FR940810-0-00081': 1, 'FR940810-0-00096': 1, 'FR940810-0-00158': 1, 'FR940810-0-00221': 1, 'FR940810-0-00222': 2, 'FR940810-0-00284': 3, 'FR941206-1-00134': 1}",19,13
3473,"{'FR940128-2-00061': 1, 'FR940128-2-00150': 1, 'FR940303-1-00013': 1, 'FR940617-2-00136': 1, 'FR940810-0-00041': 1, 'FR941206-1-00088': 1}",6,6
3474,"{'FR940128-2-00061': 1, 'FR941206-1-00134': 6}",7,2
3475,"{'FR940128-2-00063': 2, 'FR940128-2-00066': 2, 'FR940128-2-00067': 1, 'FR940128-2-00070': 1}",6,4
3476,"{'FR940128-2-00063': 3, 'FR940128-2-00065': 1, 'FR940128-2-00066': 3, 'FR940128-2-00067': 1, 'FR940128-2-00070': 1}",9,5
3477,"{'FR940128-2-00063': 2, 'FR940128-2-00096': 2, 'FR940128-2-00097': 1, 'FR940617-2-00094': 2, 'FR940617-2-00095': 2}",9,5
3478,"{'FR940128-2-00063': 1, 'FR940128-2-00065': 2, 'FR940128-2-00070': 2, 'FR940810-2-00039': 1}",6,4
3479,"{'FR940128-2-00063': 8, 'FR940128-2-00066': 3, 'FR940128-2-00067': 1, 'FR940128-2-00069': 2, 'FR940128-2-00070': 2, 'FR940303-1-00007': 1, 'FR940303-1-00015': 1, 'FR940303-1-00020': 2}",20,8
3480,"{'FR940128-2-00063': 8, 'FR940128-2-00066': 3, 'FR940128-2-00067': 1, 'FR940128-2-00069': 2, 'FR940128-2-00070': 2, 'FR940303-1-00007': 1, 'FR940303-1-00015': 1, 'FR940303-1-00020': 2}",20,8
3481,"{'FR940128-2-00063': 2, 'FR940810-2-00036': 2, 'FR940810-2-00037': 1, 'FR940810-2-00039': 4, 'FR940810-2-00043': 2, 'FR940810-2-00044': 2, 'FR940810-2-00045': 1, 'FR941206-1-00134': 3}",17,8
3482,"{'FR940128-2-00063': 4, 'FR940128-2-00064': 2, 'FR940128-2-00067': 1, 'FR940128-2-00068': 1, 'FR940128-2-00069': 1}",9,5
3483,"{'FR940128-2-00063': 8, 'FR940128-2-00064': 4, 'FR940128-2-00065': 2, 'FR940128-2-00067': 5, 'FR940128-2-00068': 5, 'FR940128-2-00069': 2, 'FR940128-2-00070': 2}",28,7
3484,"{'FR940128-2-00063': 2, 'FR940128-2-00222': 1, 'FR940617-2-00039': 5, 'FR940617-2-00040': 2, 'FR941206-1-00134': 2}",12,5
3485,"{'FR940128-2-00063': 3, 'FR940128-2-00064': 2, 'FR940128-2-00065': 2, 'FR940128-2-00069': 3}",10,4
3486,"{'FR940128-2-00063': 5, 'FR940128-2-00065': 1, 'FR940128-2-00067': 2}",8,3
3487,"{'FR940128-2-00063': 1, 'FR940128-2-00067': 1, 'FR940128-2-00070': 1, 'FR940128-2-00245': 1, 'FR940810-2-00039': 5, 'FR940810-2-00045': 1}",10,6
3488,"{'FR940128-2-00063': 1, 'FR940128-2-00067': 1, 'FR940128-2-00103': 2, 'FR940617-2-00106': 2, 'FR940617-2-00107': 1, 'FR941206-1-00134': 2}",9,6
3489,"{'FR940128-2-00063': 1, 'FR940128-2-00070': 2, 'FR940405-1-00135': 2, 'FR940617-2-00115': 1}",6,4
3490,"{'FR940128-2-00063': 1, 'FR940525-0-00064': 1, 'FR940617-2-00065': 1, 'FR941006-1-00136': 1, 'FR941206-1-00113': 1, 'FR941206-1-00136': 1}",6,6
3491,"{'FR940128-2-00063': 1, 'FR940128-2-00066': 2, 'FR940128-2-00068': 1, 'FR940128-2-00069': 3, 'FR940128-2-00070': 1}",8,5
3492,"{'FR940128-2-00063': 4, 'FR940128-2-00067': 1, 'FR940128-2-00069': 2}",7,3
3493,"{'FR940128-2-00063': 4, 'FR940128-2-00067': 1, 'FR940128-2-00069': 2}",7,3
3494,"{'FR940128-2-00063': 1, 'FR940128-2-00066': 2, 'FR940128-2-00067': 5, 'FR940128-2-00068': 8}",16,4
3495,"{'FR940128-2-00063': 1, 'FR940128-2-00066': 1, 'FR940128-2-00067': 5, 'FR940128-2-00068': 8}",15,4
3496,"{'FR940128-2-00063': 1, 'FR940128-2-00066': 1, 'FR940128-2-00067': 5, 'FR940128-2-00068': 8}",15,4
3497,"{'FR940128-2-00063': 1, 'FR940128-2-00066': 1, 'FR940128-2-00067': 3, 'FR940128-2-00068': 6}",11,4
3498,"{'FR940128-2-00063': 1, 'FR940128-2-00066': 1, 'FR940128-2-00067': 3, 'FR940128-2-00068': 6}",11,4
3499,"{'FR940128-2-00063': 1, 'FR940128-2-00066': 2, 'FR940128-2-00067': 5, 'FR940128-2-00068': 10}",18,4
3500,"{'FR940128-2-00063': 1, 'FR940128-2-00067': 5, 'FR940128-2-00068': 10}",16,3
3501,"{'FR940128-2-00063': 1, 'FR940128-2-00067': 5, 'FR940128-2-00068': 10}",16,3
3502,"{'FR940128-2-00063': 1, 'FR940128-2-00067': 4, 'FR940128-2-00068': 7}",12,3
3503,"{'FR940128-2-00063': 1, 'FR940128-2-00067': 4, 'FR940128-2-00068': 7}",12,3
3504,"{'FR940128-2-00063': 1, 'FR940128-2-00069': 2, 'FR940810-0-00265': 1, 'FR940810-0-00266': 3, 'FR940810-0-00314': 1, 'FR940810-0-00315': 3, 'FR940810-2-00043': 1, 'FR940810-2-00045': 1, 'FR941206-1-00134': 1}",14,9
3505,"{'FR940128-2-00063': 2, 'FR940128-2-00065': 1, 'FR940525-0-00053': 1, 'FR940525-0-00074': 1, 'FR940525-0-00076': 2, 'FR940810-0-00020': 1, 'FR940810-2-00044': 1}",9,7
3506,"{'FR940128-2-00063': 1, 'FR940617-2-00005': 1, 'FR940810-2-00022': 6, 'FR940810-2-00023': 13, 'FR940810-2-00027': 9}",30,5
3507,"{'FR940128-2-00063': 2, 'FR940128-2-00069': 1, 'FR940810-2-00036': 5, 'FR940810-2-00037': 5, 'FR940810-2-00039': 2}",15,5
3508,"{'FR940128-2-00063': 3, 'FR940128-2-00065': 2, 'FR940128-2-00068': 5, 'FR940128-2-00069': 1}",11,4
3509,"{'FR940128-2-00063': 2, 'FR940128-2-00065': 2, 'FR940128-2-00066': 1, 'FR940128-2-00069': 1, 'FR940128-2-00070': 4}",10,5
3510,"{'FR940128-2-00064': 2, 'FR940128-2-00066': 5, 'FR940128-2-00068': 2, 'FR940128-2-00070': 1}",10,4
3511,"{'FR940128-2-00064': 2, 'FR940128-2-00066': 2, 'FR941206-1-00134': 2}",6,3
3512,"{'FR940128-2-00064': 1, 'FR940128-2-00066': 2, 'FR940128-2-00068': 2, 'FR940128-2-00070': 2}",7,4
3513,"{'FR940128-2-00064': 2, 'FR940128-2-00066': 3, 'FR940128-2-00067': 1}",6,3
3514,"{'FR940128-2-00064': 1, 'FR940128-2-00066': 1, 'FR940128-2-00070': 1, 'FR940810-2-00043': 1, 'FR940810-2-00044': 2, 'FR940810-2-00045': 3, 'FR941206-1-00134': 2}",11,7
3515,"{'FR940128-2-00064': 1, 'FR941206-1-00134': 63}",64,2
3516,"{'FR940128-2-00064': 1, 'FR940128-2-00067': 1, 'FR940810-2-00037': 3, 'FR940810-2-00039': 16}",21,4
3517,"{'FR940128-2-00064': 1, 'FR940128-2-00088': 1, 'FR940617-2-00085': 1, 'FR940810-0-00007': 1, 'FR940810-0-00010': 1, 'FR940810-2-00053': 1}",6,6
3518,"{'FR940128-2-00065': 1, 'FR940128-2-00100': 1, 'FR940128-2-00245': 1, 'FR940617-2-00043': 1, 'FR940617-2-00219': 1, 'FR940810-2-00018': 1}",6,6
3519,"{'FR940128-2-00065': 1, 'FR940128-2-00207': 1, 'FR940128-2-00229': 1, 'FR940617-2-00008': 1, 'FR941206-1-00029': 1, 'FR941206-1-00040': 1, 'FR941206-1-00091': 1}",7,7
3520,"{'FR940128-2-00065': 2, 'FR940128-2-00211': 1, 'FR940405-1-00127': 1, 'FR940810-2-00063': 3}",7,4
3521,"{'FR940128-2-00065': 1, 'FR940128-2-00070': 3, 'FR940303-1-00027': 1, 'FR940617-2-00088': 1, 'FR940810-0-00028': 2, 'FR940810-0-00032': 1, 'FR940810-0-00033': 2, 'FR940810-2-00037': 1, 'FR940810-2-00038': 1, 'FR940810-2-00041': 1, 'FR940810-2-00046': 1, 'FR940810-2-00047': 2, 'FR941206-1-00032': 1, 'FR941206-1-00035': 2, 'FR941206-1-00036': 1, 'FR941206-1-00049': 1, 'FR941206-1-00050': 1, 'FR941206-1-00051': 2, 'FR941206-1-00052': 1, 'FR941206-1-00053': 2, 'FR941206-1-00057': 2, 'FR941206-1-00058': 1, 'FR941206-1-00059': 1, 'FR941206-1-00077': 2, 'FR941206-1-00078': 1, 'FR941206-1-00082': 2, 'FR941206-1-00112': 1}",38,27
3522,"{'FR940128-2-00065': 1, 'FR940128-2-00073': 1, 'FR940128-2-00074': 1, 'FR940810-2-00041': 1, 'FR940810-2-00047': 1, 'FR941206-1-00134': 1}",6,6
3523,"{'FR940128-2-00065': 1, 'FR940128-2-00073': 1, 'FR940128-2-00074': 1, 'FR940128-2-00233': 2, 'FR940405-1-00011': 1, 'FR940405-1-00027': 1, 'FR940810-2-00038': 2, 'FR940810-2-00041': 1, 'FR940810-2-00042': 1, 'FR941206-1-00134': 1}",12,10
3524,"{'FR940128-2-00065': 1, 'FR940405-1-00009': 1, 'FR940810-2-00035': 1, 'FR940810-2-00036': 1, 'FR940810-2-00037': 2}",6,5
3525,"{'FR940128-2-00066': 2, 'FR940810-2-00043': 1, 'FR940810-2-00045': 1, 'FR941006-1-00054': 1, 'FR941206-1-00134': 12}",17,5
3526,"{'FR940128-2-00066': 1, 'FR941006-1-00054': 1, 'FR941206-1-00134': 4}",6,3
3527,"{'FR940128-2-00066': 2, 'FR940128-2-00068': 4, 'FR940810-2-00044': 1}",7,3
3528,"{'FR940128-2-00067': 1, 'FR940128-2-00120': 1, 'FR940810-2-00113': 1, 'FR940810-2-00121': 1, 'FR940810-2-00124': 1, 'FR940810-2-00127': 1}",6,6
3529,"{'FR940128-2-00067': 1, 'FR940617-2-00004': 6, 'FR940810-2-00042': 1, 'FR940810-2-00044': 1, 'FR940810-2-00045': 1, 'FR941006-1-00054': 1}",11,6
3530,"{'FR940128-2-00067': 1, 'FR940128-2-00068': 2, 'FR941206-1-00079': 1, 'FR941206-1-00134': 5}",9,4
3531,"{'FR940128-2-00068': 1, 'FR940810-0-00215': 1, 'FR940810-0-00276': 1, 'FR940810-0-00323': 1, 'FR941206-1-00134': 7}",11,5
3532,"{'FR940128-2-00068': 3, 'FR941206-1-00134': 22}",25,2
3533,"{'FR940128-2-00068': 1, 'FR940405-1-00098': 1, 'FR940405-1-00113': 1, 'FR940810-0-00043': 1, 'FR940810-0-00044': 1, 'FR940810-0-00055': 1, 'FR940810-0-00073': 1, 'FR940810-0-00115': 1, 'FR940810-0-00121': 1, 'FR940810-0-00130': 1, 'FR940810-0-00150': 1}",11,11
3534,"{'FR940128-2-00069': 1, 'FR940810-0-00331': 1, 'FR941006-1-00029': 1, 'FR941006-1-00031': 1, 'FR941006-1-00039': 1, 'FR941006-1-00044': 1}",6,6
3535,"{'FR940128-2-00069': 1, 'FR940128-2-00100': 2, 'FR940810-2-00044': 4}",7,3
3536,"{'FR940128-2-00069': 1, 'FR940810-0-00156': 2, 'FR940810-2-00126': 1, 'FR940810-2-00127': 3, 'FR941006-1-00003': 1, 'FR941006-1-00061': 1}",9,6
3537,"{'FR940128-2-00069': 1, 'FR940405-1-00037': 2, 'FR940405-1-00039': 1, 'FR940405-1-00055': 1, 'FR940405-1-00085': 1, 'FR940405-1-00088': 1, 'FR940405-1-00104': 1, 'FR940405-1-00107': 2, 'FR940405-1-00114': 1, 'FR940405-1-00115': 2, 'FR940405-1-00119': 1, 'FR940405-1-00123': 1, 'FR940810-0-00264': 3, 'FR940810-0-00266': 1, 'FR940810-0-00312': 1, 'FR940810-0-00313': 2, 'FR940810-0-00314': 1}",23,17
3538,"{'FR940128-2-00070': 1, 'FR940128-2-00093': 1, 'FR940810-2-00046': 1, 'FR941206-1-00075': 2, 'FR941206-1-00081': 1}",6,5
3539,"{'FR940128-2-00070': 1, 'FR940128-2-00176': 1, 'FR940128-2-00177': 1, 'FR940128-2-00178': 1, 'FR940405-1-00126': 1, 'FR940617-2-00166': 1, 'FR940617-2-00242': 1}",7,7
3540,"{'FR940128-2-00070': 2, 'FR940128-2-00212': 1, 'FR940128-2-00244': 1, 'FR940810-0-00039': 1, 'FR940810-2-00036': 1, 'FR940810-2-00100': 1, 'FR940810-2-00101': 2, 'FR940810-2-00102': 1, 'FR941206-1-00134': 4}",14,9
3541,"{'FR940128-2-00070': 2, 'FR941206-1-00134': 6}",8,2
3542,"{'FR940128-2-00070': 2, 'FR941206-1-00134': 5}",7,2
3543,"{'FR940128-2-00070': 1, 'FR940128-2-00212': 1, 'FR940128-2-00244': 1, 'FR940810-2-00100': 1, 'FR940810-2-00101': 2, 'FR940810-2-00102': 1, 'FR941206-1-00134': 3}",10,7
3544,"{'FR940128-2-00070': 1, 'FR940128-2-00209': 1, 'FR940128-2-00212': 1, 'FR940128-2-00244': 1, 'FR940810-2-00100': 1, 'FR940810-2-00101': 3, 'FR940810-2-00102': 1, 'FR941206-1-00134': 3}",12,8
3545,"{'FR940128-2-00070': 1, 'FR940810-2-00039': 1, 'FR940810-2-00043': 1, 'FR940810-2-00044': 1, 'FR941206-1-00134': 3}",7,5
3546,"{'FR940128-2-00070': 1, 'FR940128-2-00164': 7}",8,2
3547,"{'FR940128-2-00070': 1, 'FR940128-2-00164': 7, 'FR940405-1-00006': 1, 'FR941206-1-00134': 1}",10,4
3548,"{'FR940128-2-00070': 1, 'FR940128-2-00164': 6}",7,2
3549,"{'FR940128-2-00070': 1, 'FR940303-1-00016': 1, 'FR940405-1-00035': 1, 'FR940405-1-00062': 3, 'FR940810-0-00155': 1, 'FR940810-2-00036': 1, 'FR940810-2-00037': 1, 'FR940810-2-00039': 3, 'FR940810-2-00043': 1, 'FR940810-2-00044': 1, 'FR940810-2-00045': 1, 'FR940810-2-00094': 1}",16,12
3550,"{'FR940128-2-00070': 1, 'FR940303-1-00016': 1, 'FR940405-1-00035': 1, 'FR940405-1-00062': 3, 'FR940810-0-00155': 1, 'FR940810-2-00036': 1, 'FR940810-2-00037': 1, 'FR940810-2-00039': 3, 'FR940810-2-00043': 1, 'FR940810-2-00044': 1, 'FR940810-2-00045': 1, 'FR940810-2-00094': 1}",16,12
3551,"{'FR940128-2-00070': 1, 'FR940810-2-00036': 1, 'FR940810-2-00037': 1, 'FR940810-2-00039': 3, 'FR940810-2-00043': 1, 'FR940810-2-00044': 1, 'FR940810-2-00045': 1}",9,7
3552,"{'FR940128-2-00070': 1, 'FR940810-2-00036': 1, 'FR940810-2-00037': 1, 'FR940810-2-00039': 3, 'FR940810-2-00043': 1, 'FR940810-2-00044': 1, 'FR940810-2-00045': 1}",9,7
3553,"{'FR940128-2-00070': 1, 'FR940810-2-00039': 8, 'FR940810-2-00044': 2, 'FR940810-2-00045': 2}",13,4
3554,"{'FR940128-2-00070': 1, 'FR940810-2-00036': 5, 'FR940810-2-00037': 3, 'FR940810-2-00039': 5, 'FR940810-2-00042': 2, 'FR940810-2-00043': 5, 'FR940810-2-00044': 3, 'FR940810-2-00046': 3}",27,8
3555,"{'FR940128-2-00070': 1, 'FR940810-0-00140': 1, 'FR940810-2-00017': 1, 'FR940810-2-00022': 1, 'FR940810-2-00024': 2, 'FR940810-2-00026': 7, 'FR940810-2-00027': 2, 'FR940810-2-00043': 1, 'FR941006-1-00013': 1, 'FR941006-1-00021': 2, 'FR941206-1-00042': 1}",20,11
3556,"{'FR940128-2-00072': 1, 'FR940617-2-00076': 2, 'FR940810-2-00074': 1, 'FR941006-1-00051': 1, 'FR941206-1-00091': 2}",7,5
3557,"{'FR940128-2-00073': 1, 'FR940128-2-00074': 1, 'FR940128-2-00170': 1, 'FR940128-2-00171': 1, 'FR940128-2-00177': 2, 'FR940303-1-00019': 1, 'FR940303-1-00021': 1, 'FR940303-1-00023': 2, 'FR940525-0-00039': 1, 'FR940617-2-00056': 1, 'FR940617-2-00154': 2, 'FR941006-1-00074': 1, 'FR941206-1-00030': 1, 'FR941206-1-00088': 1, 'FR941206-1-00114': 1}",18,15
3558,"{'FR940128-2-00073': 1, 'FR940128-2-00074': 1, 'FR940128-2-00207': 1, 'FR940617-2-00002': 1, 'FR940617-2-00154': 1, 'FR941206-1-00114': 1}",6,6
3559,"{'FR940128-2-00073': 1, 'FR940128-2-00074': 1, 'FR940128-2-00166': 2, 'FR940128-2-00167': 1, 'FR940128-2-00203': 1, 'FR940617-2-00120': 1}",7,6
3560,"{'FR940128-2-00073': 1, 'FR940128-2-00074': 1, 'FR940128-2-00185': 1, 'FR940128-2-00195': 1, 'FR940128-2-00196': 1, 'FR940128-2-00197': 1, 'FR940128-2-00198': 1, 'FR940128-2-00199': 1, 'FR940128-2-00200': 1, 'FR940128-2-00202': 1, 'FR940128-2-00203': 1, 'FR940128-2-00210': 1, 'FR940128-2-00211': 1, 'FR940525-0-00043': 1, 'FR940617-2-00019': 1, 'FR940617-2-00056': 1, 'FR940617-2-00119': 1, 'FR940617-2-00120': 1, 'FR940617-2-00163': 1, 'FR940617-2-00165': 1, 'FR940810-0-00198': 1, 'FR940810-0-00240': 1, 'FR940810-0-00300': 1, 'FR940810-2-00102': 1, 'FR941206-1-00058': 4, 'FR941206-1-00119': 1, 'FR941206-1-00125': 1, 'FR941206-1-00134': 13}",43,28
3561,"{'FR940128-2-00073': 1, 'FR940128-2-00074': 1, 'FR940128-2-00201': 1, 'FR940617-2-00052': 1, 'FR940617-2-00056': 1, 'FR940617-2-00100': 1, 'FR940617-2-00150': 2}",8,7
3562,"{'FR940128-2-00073': 1, 'FR940128-2-00074': 1, 'FR940128-2-00142': 1, 'FR940128-2-00195': 1, 'FR940128-2-00196': 1, 'FR940128-2-00197': 1, 'FR940128-2-00198': 1, 'FR940128-2-00199': 1, 'FR940128-2-00200': 1, 'FR940128-2-00201': 1, 'FR940128-2-00202': 1, 'FR940128-2-00204': 1, 'FR940128-2-00205': 1, 'FR940128-2-00237': 1, 'FR940617-2-00052': 1, 'FR940617-2-00056': 1, 'FR940617-2-00100': 1, 'FR940617-2-00119': 2, 'FR940617-2-00120': 2, 'FR940617-2-00121': 1, 'FR940617-2-00150': 2, 'FR940810-2-00095': 1, 'FR940810-2-00096': 1}",26,23
3563,"{'FR940128-2-00074': 1, 'FR940128-2-00119': 1, 'FR940525-0-00058': 1, 'FR940525-0-00063': 1, 'FR940525-0-00071': 1, 'FR940525-0-00072': 3}",8,6
3564,"{'FR940128-2-00074': 1, 'FR940128-2-00207': 2, 'FR940128-2-00229': 1, 'FR940617-2-00008': 1, 'FR940617-2-00056': 1, 'FR940617-2-00154': 2}",8,6
